archetype_lineup,WFGMPercUAST,WFGMPercAST,WThreeFGMPercUAST,WThreeFGMPercAST,WTwoFGMPercUAST,WTwoFGMPercAST,WPercPTSPITP,WPercPTSOffTO,WPercPTSFT,WPercPTSFBPS,WPercPTS3PT,WPercPTSMR,WPercPTS2PT,WPercFGA3PT,WPercFGA2PT,WOppTORATIOpercent,WOppFTARATE,WPACE,total_minutes,archetype_count
-1_-1_-1_-1_-1,0.049792746113989636,0.07112262521588947,0.017892918825561314,0.10300518134715027,0.06699481865284974,0.05390328151986183,0.056649395509499136,0.01606217616580311,0.020449050086355787,0.01623488773747841,0.0427979274611399,0.0009844559585492228,0.05763385146804836,0.05747841105354059,0.063419689119171,0.01811744386873921,0.02525043177892919,12.369948186528497,57.9,7
-1_-1_-1_-1_0,0.058034557235421176,0.11475161987041037,0.02267818574514039,0.15010799136069117,0.07481641468682507,0.0979697624190065,0.08146868250539957,0.02606911447084233,0.02516198704103672,0.021879049676025917,0.06090712742980563,0.005205183585313175,0.08669546436285099,0.07686825053995681,0.09593952483801296,0.023779697624190067,0.05032397408207344,17.739092872570193,46.3,8
-1_-1_-1_-1_1,0.03256038647342995,0.16067632850241548,0.0,0.1932367149758454,0.05502415458937198,0.13821256038647342,0.06893719806763285,0.0233816425120773,0.026231884057971017,0.03251207729468599,0.08391304347826087,0.014106280193236717,0.08304347826086958,0.09526570048309178,0.09797101449275362,0.026618357487922704,0.07260869565217391,19.843961352657004,20.7,4
-1_-1_-1_-1_2,0.04815789473684211,0.057105263157894735,0.014026315789473685,0.09123684210526316,0.06331578947368421,0.04194736842105263,0.04318421052631579,0.013631578947368422,0.02205263157894737,0.014210526315789474,0.03492105263157894,0.005105263157894738,0.04828947368421053,0.03747368421052631,0.06778947368421052,0.013736842105263158,0.01194736842105263,10.599736842105264,38.0,4
-1_-1_-1_-1_3,0.111,0.139,0.25,0.0,0.09375,0.15625,0.15225,0.02175,0.0435,0.02175,0.0325,0.02175,0.174,0.10875,0.14125,0.03325,0.09625,30.2525,4.0,1
-1_-1_-1_0_0,0.03478197674418605,0.06696220930232559,0.014469476744186048,0.08727470930232559,0.042223837209302326,0.0595203488372093,0.0492078488372093,0.014927325581395348,0.014607558139534887,0.01727470930232558,0.03345203488372093,0.004462209302325581,0.05367732558139535,0.045777616279069774,0.05596656976744187,0.014796511627906978,0.022296511627906978,10.58888081395349,137.6,14
-1_-1_-1_0_1,0.048049010367577756,0.07447690857681433,0.032610744580584355,0.08991517436380772,0.06046182846371348,0.06207351555136664,0.044891611687087656,0.022582469368520264,0.02051837888784166,0.013600377002827523,0.05113100848256362,0.005956644674835062,0.05085768143261075,0.06176248821866164,0.06076343072573045,0.02047125353440151,0.03182846371347785,12.237983034872762,106.1,13
-1_-1_-1_0_2,0.05892976588628763,0.10829431438127092,0.032341137123745825,0.1348829431438127,0.06488294314381271,0.10234113712374583,0.08986622073578596,0.03397993311036789,0.025418060200668897,0.026488294314381274,0.04906354515050168,0.0029096989966555186,0.09274247491638797,0.07678929765886287,0.09043478260869564,0.027257525083612042,0.09612040133779265,16.947491638795988,29.9,5
-1_-1_-1_0_3,0.031098696461824952,0.09925512104283053,0.0,0.1303538175046555,0.0426070763500931,0.08774674115456238,0.058324022346368715,0.022625698324022347,0.012849162011173183,0.013500931098696461,0.04338919925512104,0.015791433891992553,0.07411545623836127,0.046797020484171316,0.08355679702048417,0.02195530726256983,0.04361266294227188,12.800558659217876,53.7,7
-1_-1_-1_1_1,0.05014925373134328,0.09910447761194029,0.04144278606965174,0.10781094527363183,0.061044776119402976,0.0882089552238806,0.08089552238805969,0.014179104477611941,0.011194029850746268,0.022388059701492533,0.0499502487562189,0.0072636815920398,0.0881094527363184,0.05253731343283582,0.09671641791044776,0.016318407960199004,0.061144278606965176,15.298009950248755,20.1,3
-1_-1_-1_1_2,0.05007751937984496,0.0662015503875969,0.015503875968992248,0.10077519379844961,0.058992248062015494,0.05728682170542635,0.05096899224806201,0.015968992248062017,0.021046511627906973,0.009612403100775194,0.03217054263565891,0.012093023255813953,0.06313953488372093,0.04624031007751938,0.07003875968992247,0.016821705426356588,0.04294573643410853,11.97751937984496,25.8,3
-1_-1_-1_1_3,0.0226890756302521,0.06134453781512605,0.03361344537815126,0.050420168067226885,0.018655462184873947,0.0653781512605042,0.04285714285714286,0.00773109243697479,0.012016806722689075,0.002605042016806723,0.025714285714285714,0.0034453781512605044,0.04630252100840336,0.023445378151260507,0.060588235294117644,0.007478991596638655,0.020504201680672268,8.55546218487395,11.9,1
-1_-1_0_0_0,0.07426098535286285,0.13878828229027965,0.033981358189081226,0.16575233022636487,0.09515312916111851,0.11790945406125168,0.09603195739014647,0.03930758988015979,0.027576564580559258,0.029560585885486025,0.07994673768308923,0.00952063914780293,0.1055525965379494,0.0955392809587217,0.11750998668442077,0.035286284953395475,0.04856191744340879,21.901597869507324,75.1,16
-1_-1_0_0_1,0.055775217932752176,0.11234433374844334,0.022425280199252804,0.14569738480697386,0.07459526774595268,0.09352428393524284,0.07082503113325031,0.02782378580323786,0.023689290161892904,0.026232876712328768,0.06594956413449564,0.007683686176836862,0.0785024906600249,0.07475716064757161,0.09336550435865505,0.024315068493150686,0.03686176836861768,17.310834371108342,321.2,54
-1_-1_0_0_2,0.052896475770925114,0.12331497797356827,0.013964757709251102,0.16224669603524228,0.06823788546255506,0.10797356828193833,0.08030837004405286,0.026123348017621145,0.03091409691629956,0.029625550660792952,0.054581497797356826,0.010440528634361233,0.09071585903083701,0.06966960352422907,0.10654185022026431,0.028094713656387667,0.04559471365638766,17.800330396475772,90.8,16
-1_-1_0_0_3,0.06099726775956284,0.1165983606557377,0.025013661202185792,0.15258196721311476,0.07453551912568306,0.10306010928961748,0.07125683060109289,0.033961748633879775,0.03312841530054644,0.017814207650273223,0.060683060109289616,0.012527322404371585,0.0837568306010929,0.07728142076502732,0.10031420765027323,0.030040983606557374,0.0389207650273224,17.404098360655738,73.2,13
-1_-1_0_1_1,0.0762526766595289,0.09505353319057816,0.029218415417558884,0.14208779443254818,0.09405781584582441,0.07724839400428266,0.0776017130620985,0.025931477516059957,0.028672376873661667,0.019914346895074944,0.053565310492505354,0.011477516059957173,0.08906852248394005,0.06750535331905781,0.10381156316916487,0.023276231263383296,0.047173447537473226,17.3644539614561,93.4,16
-1_-1_0_1_2,0.044378843788437886,0.10322263222632226,0.019520295202952034,0.12808118081180814,0.058277982779827806,0.08932349323493236,0.05920049200492005,0.027060270602706032,0.023985239852398525,0.015153751537515376,0.0545510455104551,0.009864698646986471,0.06906519065190653,0.06897908979089791,0.07862238622386224,0.022952029520295205,0.03004920049200492,15.024477244772449,81.3,12
-1_-1_0_1_3,0.048346645367412136,0.08744408945686902,0.020886581469648564,0.1148961661341853,0.05990415335463259,0.07587859424920128,0.05936102236421725,0.02492811501597444,0.018043130990415334,0.018250798722044728,0.04547124600638977,0.012891373801916932,0.07225239616613417,0.05154153354632588,0.08424920127795527,0.01792332268370607,0.029808306709265178,13.258945686900958,125.2,17
-1_-1_0_2_2,0.04429184549356223,0.08446351931330473,0.00613733905579399,0.12261802575107297,0.06356223175965665,0.0651931330472103,0.04918454935622317,0.024463519313304722,0.009184549356223176,0.014163090128755365,0.05145922746781116,0.018969957081545065,0.06811158798283262,0.04948497854077253,0.07927038626609442,0.016952789699570817,0.01879828326180257,13.486266094420602,23.3,3
-1_-1_0_2_3,0.07188811188811188,0.1379020979020979,0.025664335664335663,0.1841258741258741,0.09419580419580419,0.11566433566433565,0.096013986013986,0.04097902097902097,0.023916083916083918,0.020769230769230766,0.07601398601398601,0.013846153846153847,0.10993006993006993,0.07972027972027972,0.13006993006993006,0.040489510489510494,0.05244755244755245,21.903496503496502,14.3,3
-1_-1_1_1_1,0.025277777777777777,0.04416666666666667,0.0,0.06944444444444445,0.02777777777777778,0.041666666666666664,0.03833333333333334,0.014374999999999999,0.014374999999999999,0.009583333333333334,0.007152777777777776,0.009583333333333334,0.04791666666666666,0.01916666666666667,0.050277777777777775,0.016180555555555556,0.028402777777777777,6.83611111111111,14.4,1
-1_-1_1_1_2,0.10810810810810811,0.16216216216216214,0.10810810810810811,0.16216216216216214,0.10810810810810811,0.16216216216216214,0.13189189189189188,0.059459459459459456,0.03945945945945945,0.03297297297297297,0.09891891891891891,0.0,0.13189189189189188,0.08459459459459459,0.18594594594594593,0.05243243243243243,0.046486486486486484,31.851351351351347,3.7,1
-1_-1_1_1_3,0.03572237960339943,0.07759206798866856,0.025949008498583576,0.08736543909348443,0.04866855524079321,0.0646458923512748,0.037563739376770544,0.009461756373937676,0.010793201133144477,0.015014164305949011,0.06079320113314448,0.004135977337110482,0.04169971671388102,0.05492917847025496,0.058385269121813035,0.014985835694050993,0.026572237960339945,10.769971671388102,35.3,4
-1_-1_1_2_3,0.0331981981981982,0.05689189189189189,0.01846846846846847,0.07162162162162163,0.03954954954954955,0.05054054054054054,0.0377027027027027,0.0033783783783783786,0.01301801801801802,0.012162162162162163,0.02765765765765766,0.011711711711711712,0.049414414414414416,0.030270270270270266,0.05981981981981981,0.005990990990990991,0.011936936936936938,9.373873873873874,22.2,2
-1_-1_2_2_2,0.12977272727272726,0.09749999999999999,0.0,0.22727272727272727,0.16522727272727272,0.06204545454545454,0.14659090909090908,0.029318181818181816,0.0,0.029318181818181816,0.0659090909090909,0.014772727272727272,0.16136363636363635,0.10409090909090907,0.12318181818181818,0.022045454545454545,0.056818181818181816,24.59090909090909,4.4,1
-1_0_0_0_0,0.05647823261858349,0.09297595841455492,0.024912280701754386,0.12453541260558804,0.06943469785575049,0.08001299545159193,0.06360623781676412,0.020578297595841455,0.023268356075373618,0.020480831708901883,0.04734892787524366,0.01525666016894087,0.07886939571150096,0.05595841455490578,0.09348927875243665,0.02120857699805068,0.037394411955815464,15.381286549707601,153.9,23
-1_0_0_0_1,0.06629936007491806,0.12412205400343375,0.026275948181676292,0.16414078351802716,0.08765568909005775,0.10276260340252848,0.07638364289058841,0.02878414234431091,0.027541751209614482,0.02514437334165756,0.07444825971593569,0.012049321055095987,0.0884329639456844,0.08434212579990634,0.1060746058997971,0.025081941626346183,0.04514437334165756,19.656859684719837,640.7,122
-1_0_0_0_2,0.05297496318114874,0.10902798232695139,0.014005891016200294,0.1443225331369661,0.07436671575846833,0.0876362297496318,0.06751104565537555,0.025463917525773195,0.021041973490427097,0.02380706921944035,0.060813696612665676,0.012632547864506627,0.0801362297496318,0.06998527245949926,0.09202135493372605,0.02257363770250368,0.03334315169366716,16.526030927835052,271.6,44
-1_0_0_0_3,0.06851907820173782,0.11282584057423498,0.02133358519078202,0.14867019267094825,0.08671326029467322,0.09462788061956932,0.08513411409142425,0.027551945598791087,0.025130336229693996,0.02278806195693238,0.059863996977710617,0.011197582168492634,0.09634302984510767,0.07138269739327541,0.10995466565923688,0.025391008689081982,0.04054401208915753,18.501208915753686,264.7,48
-1_0_0_1_1,0.06708506742134177,0.1160379557183286,0.034587980689195934,0.14686698851340102,0.08342433827201598,0.0997003495921425,0.07685200599300815,0.028358581654736138,0.02719660396204428,0.026014649575495253,0.06549525553520891,0.013594140169801898,0.09042783419344098,0.07843515898118861,0.10468786415848177,0.02653237889129349,0.04445147328117196,19.041418345263857,600.7,110
-1_0_0_1_2,0.07293755697356427,0.1276116681859617,0.03157930720145852,0.1666886964448496,0.08979261622607111,0.11076116681859617,0.08785095715587966,0.031476754785779396,0.032616226071103004,0.02551731996353692,0.06655651777575204,0.01354147675478578,0.10138787602552415,0.07962625341841385,0.12092297174111212,0.02734275296262534,0.04873518687329079,20.45398814949863,438.8,88
-1_0_0_1_3,0.05898682501391724,0.10987752829838561,0.03360920393393951,0.1333995175357209,0.07252365930599369,0.09633883837446651,0.0713082204490629,0.02586565225459269,0.02629615884208573,0.02189088884765263,0.0608832807570978,0.010371126368528485,0.0816793468175914,0.07301911300797922,0.09584524030432362,0.022386342549638154,0.0376990165151234,17.310577101503064,538.9,91
-1_0_0_2_2,0.058006329113924046,0.10022151898734176,0.03316455696202532,0.1250632911392405,0.07522151898734177,0.08300632911392404,0.06082278481012658,0.01661392405063291,0.021645569620253165,0.02164556962025316,0.058924050632911396,0.016803797468354427,0.07765822784810127,0.06857594936708859,0.08965189873417721,0.0160126582278481,0.031803797468354426,15.953481012658226,31.6,5
-1_0_0_2_3,0.058327922077922076,0.10400974025974026,0.017597402597402598,0.14474025974025975,0.06905844155844157,0.09327922077922078,0.07975649350649351,0.031185064935064934,0.0287987012987013,0.03386363636363636,0.043750000000000004,0.010032467532467532,0.0898051948051948,0.06055194805194805,0.10178571428571427,0.027792207792207792,0.03487012987012987,16.916071428571428,61.6,10
-1_0_0_3_3,0.13974358974358975,0.11666666666666667,0.09615384615384616,0.16025641025641027,0.16487179487179487,0.09153846153846154,0.11897435897435898,0.00923076923076923,0.018205128205128204,0.00923076923076923,0.11,0.00923076923076923,0.12820512820512822,0.11461538461538462,0.14179487179487182,0.020256410256410257,0.05128205128205129,23.397435897435898,3.9,1
-1_0_1_1_1,0.06832483612527313,0.1210487982520029,0.026860888565185724,0.16250546249089584,0.09235251274581208,0.09702112163146394,0.07200291332847777,0.029861616897305165,0.033029861616897305,0.02531682447195921,0.07587035688273852,0.008448652585579024,0.0804515659140568,0.09481427530954115,0.09455207574654043,0.02919155134741442,0.047363437727603784,19.189584850691915,137.3,26
-1_0_1_1_2,0.05702559150169001,0.10715113471752777,0.027580878802510863,0.1365910188314824,0.07169966199903428,0.09247223563495896,0.066861419604056,0.022617093191694835,0.025045871559633028,0.01883148237566393,0.05978271366489619,0.012510864316755192,0.07936745533558669,0.0689570255915017,0.09521487204249156,0.021979719942056976,0.04380009657170449,17.267696764847898,207.1,34
-1_0_1_1_3,0.06689917936694022,0.09430246189917937,0.03140386869871043,0.12979484173505276,0.08149765533411489,0.07970398593200469,0.06972157092614303,0.02698710433763189,0.024865181711606097,0.021515240328253225,0.05386576787807738,0.012757913247362251,0.0824765533411489,0.06409437280187573,0.09710140679953107,0.02160902696365768,0.0381535756154748,16.477813599062134,341.2,55
-1_0_1_2_2,0.04008561643835617,0.07979452054794521,0.023304794520547945,0.0965582191780822,0.04773972602739727,0.07212328767123287,0.05203767123287672,0.01897260273972603,0.016763698630136988,0.016455479452054795,0.04171232876712329,0.00934931506849315,0.061404109589041106,0.04780821917808219,0.07205479452054794,0.01732876712328767,0.02683219178082192,12.026712328767124,58.4,7
-1_0_1_2_3,0.049695121951219515,0.09258130081300812,0.025711382113821134,0.1165650406504065,0.06529471544715447,0.07698170731707317,0.06417682926829268,0.02042682926829268,0.02089430894308943,0.018597560975609755,0.052205284552845524,0.004999999999999999,0.06916666666666667,0.05699186991869919,0.08529471544715447,0.01914634146341463,0.04198170731707317,14.593191056910568,98.4,14
-1_0_1_3_3,0.0675,0.1325,0.0308,0.16920000000000002,0.10269999999999999,0.0973,0.0686,0.036,0.0245,0.0356,0.0994,0.0073999999999999995,0.076,0.09820000000000001,0.1018,0.0358,0.0534,20.137999999999998,10.0,2
-1_1_1_1_1,0.13875,0.2779166666666667,0.052083333333333336,0.36458333333333337,0.20833333333333334,0.20833333333333334,0.15416666666666667,0.0925,0.07708333333333334,0.030833333333333334,0.185,0.0,0.15416666666666667,0.21875000000000003,0.19791666666666666,0.08499999999999999,0.17708333333333337,40.78333333333333,2.4,1
-1_1_1_1_2,0.0498170731707317,0.0721341463414634,0.02286585365853658,0.09908536585365853,0.06274390243902438,0.05920731707317072,0.05091463414634145,0.021768292682926824,0.005914634146341463,0.015243902439024388,0.048841463414634134,0.016280487804878046,0.06719512195121949,0.04658536585365853,0.07536585365853657,0.015487804878048779,0.03695121951219511,13.243902439024389,16.400000000000002,2
-1_1_1_1_3,0.05758358662613982,0.0943920972644377,0.03171732522796353,0.12025835866261399,0.06925531914893618,0.08272036474164135,0.06983282674772036,0.020775075987841948,0.017188449848024315,0.024772036474164132,0.05206686930091185,0.012887537993920973,0.08270516717325228,0.060759878419452885,0.09121580547112462,0.018617021276595747,0.031048632218844987,15.602583586626142,65.8,10
-1_1_1_2_3,0.048681318681318676,0.09783882783882784,0.01336996336996337,0.13315018315018315,0.05747252747252747,0.08908424908424908,0.07948717948717948,0.01413919413919414,0.018974358974358976,0.018608058608058607,0.039194139194139194,0.0089010989010989,0.08835164835164834,0.047362637362637364,0.09915750915750915,0.01641025641025641,0.03538461538461538,14.853846153846153,27.3,4
-1_1_2_2_2,0.08666666666666666,0.3895238095238095,0.0,0.47619047619047616,0.15857142857142859,0.31761904761904763,0.10285714285714286,0.07714285714285714,0.1285714285714286,0.03857142857142857,0.19285714285714287,0.05142857142857143,0.15428571428571428,0.2857142857142857,0.19047619047619047,0.04476190476190476,0.14095238095238094,56.34761904761904,2.1,1
0_0_0_0_0,0.06147252747252747,0.09237362637362638,0.023714285714285712,0.1301318681318681,0.0938021978021978,0.06004395604395605,0.05338461538461539,0.026571428571428572,0.01764835164835165,0.021384615384615384,0.07307692307692308,0.009714285714285715,0.06314285714285714,0.0756923076923077,0.07815384615384616,0.019604395604395603,0.034021978021978025,15.582857142857142,45.5,7
0_0_0_0_1,0.08262323943661971,0.15799295774647887,0.03793427230046949,0.2026819248826291,0.11318075117370892,0.1274413145539906,0.09686619718309859,0.04546948356807512,0.03436619718309859,0.03136737089201878,0.09952464788732394,0.009876760563380282,0.106731220657277,0.11829225352112675,0.12231807511737089,0.03493544600938967,0.0741255868544601,25.448356807511733,170.4,41
0_0_0_0_2,0.08941286113699906,0.1622367194780988,0.04072693383038211,0.2109040074557316,0.11481826654240448,0.13681267474370923,0.1070829450139795,0.040260950605778195,0.035321528424976704,0.03834109972041007,0.0935601118359739,0.015675675675675675,0.12276794035414726,0.1009878844361603,0.1506430568499534,0.034697110904007455,0.06582479030754892,25.84268406337372,107.3,27
0_0_0_0_3,0.08325133689839571,0.19483422459893046,0.012834224598930482,0.26524064171122996,0.12045989304812835,0.15761497326203208,0.12277005347593582,0.04878074866310161,0.03342245989304813,0.04515508021390375,0.10857754010695186,0.013315508021390372,0.13609625668449196,0.11885561497326202,0.15922994652406416,0.043550802139037434,0.08485561497326204,29.080213903743317,93.5,26
0_0_0_1_1,0.08606780643291799,0.14576064908722108,0.035818603303390324,0.19310055056505357,0.11675746160533178,0.1150623007823819,0.08948130976528541,0.03778325123152709,0.035766444508838015,0.030173862648507677,0.09288032454361053,0.013720660678064326,0.1031816864676905,0.1096175021732831,0.12220515792523906,0.03385395537525355,0.06703564184294407,24.177745580991015,345.1,80
0_0_0_1_2,0.08156846049046321,0.13982970027247957,0.03596219346049046,0.18202145776566755,0.10064543596730244,0.12074761580381471,0.09946355585831063,0.03469005449591281,0.033545640326975476,0.03204700272479564,0.07682561307901907,0.01156675749318801,0.11101668937329698,0.09125340599455041,0.13013623978201633,0.030749318801089918,0.05344856948228882,22.822939373297,587.2,130
0_0_0_1_3,0.0890601001669449,0.15301502504173622,0.04036727879799666,0.20003338898163606,0.10956594323873121,0.1325108514190317,0.11279131886477461,0.03646076794657763,0.034222036727879795,0.03446410684474123,0.08237729549248748,0.01268948247078464,0.12547913188647747,0.09912687813021703,0.1429449081803005,0.03350584307178631,0.05846243739565943,25.160651085141904,599.0,145
0_0_0_2_2,0.06795765877957659,0.09393524283935244,0.01268991282689913,0.1492029887920299,0.08706102117061021,0.07484433374844333,0.08108343711083438,0.027858032378580325,0.02526774595267746,0.029103362391033626,0.047621419676214194,0.007907845579078455,0.0889788293897883,0.056924034869240345,0.10496886674968868,0.02327521793275218,0.03297633872976339,16.598007471980075,80.3,13
0_0_0_2_3,0.07047970479704797,0.15092250922509226,0.024575645756457567,0.19682656826568265,0.08859778597785978,0.13280442804428044,0.11428044280442808,0.04361623616236163,0.029261992619926205,0.040221402214022144,0.06833948339483396,0.009630996309963101,0.12383763837638377,0.08749077490774908,0.13391143911439116,0.040184501845018455,0.05940959409594097,24.94538745387454,27.099999999999998,6
0_0_0_3_3,0.06364864864864864,0.07148648648648649,0.01932432432432432,0.11581081081081081,0.09459459459459459,0.040540540540540536,0.04202702702702703,0.02702702702702703,0.012027027027027026,0.015,0.0631081081081081,0.017972972972972973,0.06,0.0631081081081081,0.07202702702702703,0.019999999999999997,0.03243243243243243,11.594594594594593,7.4,1
0_0_1_1_1,0.09004842615012107,0.13595641646489104,0.03494753833736885,0.19104116222760292,0.12523002421307508,0.1007586763518967,0.0898950766747377,0.0330589184826473,0.038813559322033904,0.029305891848264733,0.08588377723970946,0.011396287328490719,0.10129136400322843,0.10635996771589992,0.11962873284907184,0.031501210653753026,0.06664245359160613,23.75811138014528,123.89999999999999,28
0_0_1_1_2,0.06429370447450573,0.11911420395421438,0.03107180020811655,0.1523322060353798,0.07977887617065557,0.1036251300728408,0.07696279916753382,0.027085067637877214,0.028164672216441207,0.02181451612903226,0.06298126951092613,0.015287460978147763,0.09225286160249742,0.07545395421436005,0.10794875130072841,0.024741155046826224,0.043768210197710725,18.923920395421437,768.8,141
0_0_1_1_3,0.0767501066704594,0.13659507893613995,0.03071255866875267,0.18262978239226285,0.09920068269094012,0.11414734746124307,0.09291708149623097,0.03373062153321007,0.029594652254302373,0.02852368084198549,0.07659223439055611,0.014259707011804863,0.10715260987057316,0.09001422272791922,0.12332811833309629,0.03110795050490684,0.04975963589816526,21.905575309344332,703.1,150
0_0_1_2_2,0.06594949494949495,0.12596969696969698,0.026858585858585856,0.16507070707070706,0.08423737373737374,0.1076919191919192,0.08507575757575757,0.029151515151515154,0.029156565656565655,0.02785858585858586,0.06642424242424243,0.011262626262626262,0.09634848484848486,0.07893434343434343,0.11298484848484848,0.025500000000000002,0.04196969696969697,19.750959595959596,198.0,38
0_0_1_2_3,0.053592430858806404,0.10361280931586608,0.027304221251819503,0.129901018922853,0.06283842794759825,0.09436681222707423,0.0714235807860262,0.021604075691411935,0.024049490538573505,0.020902474526928675,0.05170596797671033,0.01002037845705968,0.08143522561863173,0.06303930131004366,0.09416593886462883,0.021036390101892285,0.03790393013100436,16.10914119359534,343.5,54
0_0_1_3_3,0.06040880503144654,0.06537735849056603,0.004496855345911949,0.0898427672955975,0.08066037735849056,0.045125786163522016,0.05959119496855346,0.019088050314465407,0.018176100628930818,0.014654088050314464,0.031509433962264154,0.016540880503144655,0.07613207547169812,0.04270440251572327,0.08308176100628932,0.019056603773584906,0.039905660377358494,11.788364779874213,31.8,4
0_0_2_2_3,0.05703703703703704,0.06641975308641976,0.0308641975308642,0.0925925925925926,0.09876543209876544,0.02469135802469136,0.02827160493827161,0.0,0.003580246913580247,0.0,0.08469135802469137,0.007037037037037038,0.03530864197530864,0.05975308641975309,0.0637037037037037,0.0038271604938271606,0.04259259259259259,11.961728395061728,8.1,1
0_1_1_1_1,0.07048442906574394,0.1371280276816609,0.031280276816609,0.14173010380622839,0.08581314878892735,0.12179930795847752,0.1059515570934256,0.030553633217993082,0.03273356401384083,0.03356401384083045,0.06456747404844292,0.00439446366782007,0.11031141868512111,0.09134948096885814,0.11626297577854672,0.02920415224913495,0.04432525951557094,21.364705882352943,28.9,6
0_1_1_1_2,0.06279836790207412,0.12081264875892553,0.03393403604216253,0.14968378102686158,0.07749744984699082,0.10612376742604555,0.07659299557973477,0.025260115606936414,0.024739884393063582,0.025538932335940154,0.06908534512070724,0.013213192791567494,0.08979938796327779,0.07815028901734104,0.10546072764365862,0.021288677320639236,0.03809588575314519,18.94042842570554,294.1,54
0_1_1_1_3,0.0756,0.1292032,0.031180799999999998,0.1736192,0.0971456,0.1076576,0.08481280000000001,0.0302784,0.031439999999999996,0.0263456,0.0710208,0.017519999999999997,0.1023424,0.0898464,0.1149536,0.025216,0.0475552,20.907712,312.5,64
0_1_1_2_2,0.061231101511879056,0.11157667386609073,0.033606911447084234,0.1391792656587473,0.07334773218142548,0.09946004319654428,0.08008639308855292,0.02272138228941685,0.024751619870410368,0.027559395248380133,0.05535637149028078,0.012613390928725703,0.0926781857451404,0.06583153347732182,0.10695464362850972,0.02390928725701944,0.03926565874730022,18.44038876889849,46.3,8
0_1_1_2_3,0.053271728271728276,0.09657842157842159,0.02676823176823177,0.12308191808191808,0.06583416583416583,0.08402097902097903,0.0651948051948052,0.022327672327672327,0.02363636363636364,0.021043956043956046,0.050994005994006,0.009985014985014987,0.07520479520479521,0.059000999000999,0.09085914085914087,0.019045954045954046,0.031413586413586415,15.167432567432568,200.2,30
0_1_1_3_3,0.036587677725118485,0.05819905213270142,0.035545023696682464,0.059241706161137435,0.03696682464454976,0.057819905213270135,0.03943127962085308,0.02748815165876777,0.021895734597156394,0.011611374407582937,0.02734597156398104,0.0061137440758293835,0.045545023696682466,0.03521327014218009,0.059573459715639814,0.017772511848341232,0.053933649289099515,9.360663507109004,21.1,2
0_1_2_2_2,0.2857142857142857,0.4285714285714286,0.0,0.0,0.2857142857142857,0.4285714285714286,0.33357142857142863,0.09500000000000001,0.23785714285714288,0.09500000000000001,0.0,0.14285714285714285,0.4764285714285715,0.3064285714285714,0.40785714285714286,0.05285714285714286,0.24714285714285714,78.86428571428571,1.4,1
1_1_1_1_2,0.05898190045248869,0.12201357466063348,0.014728506787330316,0.16626696832579185,0.08522624434389141,0.09576923076923076,0.0673076923076923,0.02884615384615384,0.019547511312217193,0.01920814479638009,0.07880090497737556,0.015384615384615382,0.08262443438914027,0.09006787330316743,0.09092760180995475,0.025633484162895927,0.0504524886877828,19.105882352941176,44.2,8
1_1_1_1_3,0.06245674740484429,0.11055363321799308,0.015328719723183393,0.157681660899654,0.08657439446366781,0.0864705882352941,0.06474048442906574,0.020692041522491354,0.023702422145328722,0.01837370242214533,0.06359861591695502,0.020934256055363327,0.08567474048442907,0.06903114186851211,0.10397923875432526,0.01809688581314879,0.04131487889273357,18.305190311418684,28.9,5
1_1_1_2_3,0.06980952380952382,0.12066666666666666,0.03571428571428571,0.15476190476190477,0.09409523809523809,0.09638095238095239,0.07714285714285715,0.03,0.013523809523809525,0.027428571428571427,0.09009523809523809,0.00980952380952381,0.08704761904761905,0.0857142857142857,0.10476190476190476,0.018666666666666668,0.04523809523809524,19.947619047619046,10.5,2
1_1_1_3_3,0.05479452054794521,0.0821917808219178,0.019589041095890408,0.1173972602739726,0.08561643835616438,0.051369863013698634,0.039178082191780816,0.0163013698630137,0.0163013698630137,0.026027397260273973,0.0684931506849315,0.013013698630136987,0.05219178082191781,0.07342465753424658,0.06356164383561644,0.009178082191780823,0.013287671232876712,13.331506849315067,7.3,1
